lat,long,time,rawpm,calibpm
22.6,88.41,3/28/2023 12:00,102.16,57.99832115
22.46,88.37,3/28/2023 13:00,97.78,57.58251104
22.5,88.35,3/28/2023 13:00,96.32,57.73227184
22.52,88.34,3/28/2023 13:00,105.42,60.17130147
22.54,88.34,3/28/2023 13:00,100.92,59.64653777
22.54,88.35,3/28/2023 13:00,105.61,60.90357612
22.56,88.35,3/28/2023 13:00,105.12,60.57278947
22.56,88.39,3/28/2023 13:00,110.16,61.00332568
22.57,88.36,3/28/2023 13:00,123.63,65.53393656
22.57,88.37,3/28/2023 13:00,116.02,63.49426452
22.59,88.36,3/28/2023 13:00,118.07,62.61211137
22.6,88.41,3/28/2023 13:00,96.88,57.44395057
22.46,88.37,3/28/2023 14:00,78.54,52.68950178
22.5,88.35,3/28/2023 14:00,83.83,55.37254681
22.52,88.34,3/28/2023 14:00,89.15,56.79844106
22.54,88.34,3/28/2023 14:00,87.91,56.40923676
22.54,88.35,3/28/2023 14:00,85.73,55.82494175
22.56,88.35,3/28/2023 14:00,83.94,55.37198227
22.56,88.39,3/28/2023 14:00,115.55,61.41671144
22.57,88.36,3/28/2023 14:00,110.16,62.39960392
22.57,88.37,3/28/2023 14:00,113.29,63.2385229
22.59,88.36,3/28/2023 14:00,103.4,59.05301995
22.6,88.41,3/28/2023 14:00,84,52.96051529
22.46,88.37,3/28/2023 15:00,70.73,49.83644955
22.5,88.35,3/28/2023 15:00,75.98,52.84867467
22.52,88.34,3/28/2023 15:00,79.67,53.83768778
22.54,88.34,3/28/2023 15:00,77.92,53.70709258
22.54,88.35,3/28/2023 15:00,83.22,55.12762633
22.56,88.35,3/28/2023 15:00,74.62,52.8977306
22.56,88.39,3/28/2023 15:00,105.86,58.40463592
22.57,88.36,3/28/2023 15:00,85.04,55.69055354
22.57,88.37,3/28/2023 15:00,101.01,59.97091654
22.59,88.36,3/28/2023 15:00,89.2,55.53728153
22.6,88.41,3/28/2023 15:00,77.95,50.92405162
22.46,88.37,3/28/2023 16:00,67.75,48.10024748
22.5,88.35,3/28/2023 16:00,78.85,51.81970219
22.52,88.34,3/28/2023 16:00,85.16,53.51094142
22.54,88.34,3/28/2023 16:00,75.48,52.2452687
22.54,88.35,3/28/2023 16:00,74.34,51.93971994
22.56,88.35,3/28/2023 16:00,70.68,50.2863918
22.56,88.39,3/28/2023 16:00,86.87,52.22187112
22.57,88.36,3/28/2023 16:00,76.95,51.96691002
22.57,88.37,3/28/2023 16:00,83.84,53.81360389
22.59,88.36,3/28/2023 16:00,74.86,50.99876525
22.6,88.41,3/28/2023 16:00,79.69,50.29744993
22.46,88.37,3/28/2023 17:00,71.06,47.40980042
22.5,88.35,3/28/2023 17:00,69.14,47.07505088
22.52,88.34,3/28/2023 17:00,78.17,49.49531874
22.54,88.34,3/28/2023 17:00,63.05,46.1875506
22.54,88.35,3/28/2023 17:00,59.96,45.35935262
22.56,88.35,3/28/2023 17:00,60.75,46.01013798
22.56,88.39,3/28/2023 17:00,83.82,50.56863541
22.57,88.36,3/28/2023 17:00,63.2,46.66679981
22.57,88.37,3/28/2023 17:00,66.01,47.41995071
22.59,88.36,3/28/2023 17:00,68.28,47.17864373
22.6,88.41,3/28/2023 17:00,64.05,45.26977653
22.46,88.37,3/28/2023 18:00,62.16,43.75219421
22.5,88.35,3/28/2023 18:00,67.22,45.29134173
22.52,88.34,3/28/2023 18:00,77.35,48.00643735
22.54,88.34,3/28/2023 18:00,61.86,44.71742741
22.54,88.35,3/28/2023 18:00,60.64,44.39043662
22.56,88.35,3/28/2023 18:00,57.69,43.86272246
22.56,88.39,3/28/2023 18:00,80.35,48.26100697
22.57,88.36,3/28/2023 18:00,61.78,44.95894567
22.57,88.37,3/28/2023 18:00,65.91,46.06588989
22.59,88.36,3/28/2023 18:00,62.52,45.14011072
22.6,88.41,3/28/2023 18:00,109.07,55.95869171
22.46,88.37,3/28/2023 19:00,53.73,40.12452574
22.5,88.35,3/28/2023 19:00,62.86,42.53764346
22.52,88.34,3/28/2023 19:00,75.05,45.80487107
22.54,88.34,3/28/2023 19:00,66.23,44.42143848
22.54,88.35,3/28/2023 19:00,65.69,44.27670485
22.56,88.35,3/28/2023 19:00,62.96,43.51049593
22.56,88.39,3/28/2023 19:00,85.22,48.02531358
22.57,88.36,3/28/2023 19:00,59.43,42.56436685
22.57,88.37,3/28/2023 19:00,65.52,44.19664053
22.59,88.36,3/28/2023 19:00,63.91,43.14553611
22.6,88.41,3/28/2023 19:00,66.17,42.91943286
22.46,88.37,3/28/2023 20:00,70.61,43.45102758
22.5,88.35,3/28/2023 20:00,57.39,39.66052464
22.52,88.34,3/28/2023 20:00,80.22,45.77954074
22.54,88.34,3/28/2023 20:00,61.08,41.70954906
22.54,88.35,3/28/2023 20:00,61.85,41.9159285
22.56,88.35,3/28/2023 20:00,56.48,40.57300765
22.56,88.39,3/28/2023 20:00,86.47,47.67192182
22.57,88.36,3/28/2023 20:00,56.73,40.64001396
22.57,88.37,3/28/2023 20:00,66.96,43.38191211
22.59,88.36,3/28/2023 20:00,59.54,40.89532902
22.6,88.41,3/28/2023 20:00,72.65,43.96781308
22.46,88.37,3/28/2023 21:00,76.2,44.10634846
22.5,88.35,3/28/2023 21:00,67.43,41.51784268
22.52,88.34,3/28/2023 21:00,63.14,40.36801443
22.54,88.34,3/28/2023 21:00,60.61,40.71065866
22.54,88.35,3/28/2023 21:00,61.07,40.83395027
22.56,88.35,3/28/2023 21:00,57.21,40.13280393
22.56,88.39,3/28/2023 21:00,90.17,47.9892607
22.57,88.36,3/28/2023 21:00,55.56,39.69056229
22.57,88.37,3/28/2023 21:00,76.52,45.30837121
22.59,88.36,3/28/2023 21:00,60.03,39.90049338
22.6,88.41,3/28/2023 21:00,76.58,44.34679776
22.46,88.37,3/28/2023 22:00,75.32,43.51173329
22.5,88.35,3/28/2023 22:00,81.82,44.97971282
22.52,88.34,3/28/2023 22:00,92.54,47.85294334
22.54,88.34,3/28/2023 22:00,81.73,45.9215271
22.54,88.35,3/28/2023 22:00,84.66,46.70684103
22.56,88.35,3/28/2023 22:00,75.88,44.81805353
22.56,88.39,3/28/2023 22:00,95.73,49.13622547
22.57,88.36,3/28/2023 22:00,81.51,46.3270356
22.57,88.37,3/28/2023 22:00,88.46,48.18981098
22.59,88.36,3/28/2023 22:00,113.78,53.90144914
22.6,88.41,3/28/2023 22:00,82.94,45.70818272
22.46,88.37,3/28/2023 23:00,61.17,39.40102862
22.5,88.35,3/28/2023 23:00,62.55,39.50977909
22.52,88.34,3/28/2023 23:00,76.68,43.29697566
22.54,88.34,3/28/2023 23:00,67.05,41.72473988
22.54,88.35,3/28/2023 23:00,67.26,41.78102518
22.56,88.35,3/28/2023 23:00,60.29,40.3744711
22.56,88.39,3/28/2023 23:00,71.09,42.32257342
22.57,88.36,3/28/2023 23:00,65.36,41.73335904
22.57,88.37,3/28/2023 23:00,73.79,43.99281177
22.59,88.36,3/28/2023 23:00,76.67,43.57248618
22.6,88.41,3/28/2023 23:00,69.14,41.79992421
22.46,88.37,3/29/2023 0:00,59.5,38.64901174
22.5,88.35,3/29/2023 0:00,69.56,41.09272647
22.52,88.34,3/29/2023 0:00,71.09,41.50280508
22.54,88.34,3/29/2023 0:00,62.83,40.21037695
22.54,88.35,3/29/2023 0:00,64.15,40.56417026
22.56,88.35,3/29/2023 0:00,69.09,42.36285501
22.56,88.39,3/29/2023 0:00,77.46,43.80835762
22.57,88.36,3/29/2023 0:00,61.81,40.41163131
22.57,88.37,3/29/2023 0:00,88.7,47.61882986
22.59,88.36,3/29/2023 0:00,76.47,43.30213963
22.6,88.41,3/29/2023 0:00,54.32,37.60625369
22.46,88.37,3/29/2023 1:00,55.81,37.49859343
22.5,88.35,3/29/2023 1:00,53.04,36.52411565
22.52,88.34,3/29/2023 1:00,59.14,38.15906958
